ReqID,Requirement,TestID,CodeRef,Status,Notes
LBA-REQ-022,"The system shall generate the requirement traceability matrix from the governed requirement, test, and decision sources.",T-022,"experiments/reqs-coverage/generate-traceability.mjs; docs/requirements/traceability-matrix.md; experiments/verify-local-gates.mjs",Proven,"Traceability-matrix generator (ADR-0013 Stage 3): generate-traceability.mjs DERIVES docs/requirements/traceability-matrix.md from the canonical graph -- requirement ids/titles (srs.md), status/TestID/CodeRef (rtm.csv), addressing view (overview.md ### N.M addresses headings), decisions (ADR index README Traces-to column). Deterministic; --check fails closed on drift; gated by traceability-matrix-current in verify-local-gates. Presents the correspondence graph that LBA-REQ-021 enforces. Authored 2026-08-01 (ADR-0013 roadmap Stage 3)."
LBA-REQ-023,"The system shall gate each governed component release on an on-demand corroboration quorum in which a majority of independent witnesses across distinct environments agree on the release's deterministic anchors.",T-023,"experiments/acg-grid/grid.mjs; experiments/acg-grid/grid.selftest.mjs; experiments/acg-grid/grid-run-proof.mjs; experiments/acg-grid/grid-run-receipt.json; experiments/verify-local-gates.mjs; docs/architecture/adr/ADR-0014-actor-corroboration-grid.md",Proven,"Umbrella requirement for the Actor Corroboration Grid (ADR-0014). DELIVERED: the sub-requirement family shipped (024 quorum, 026 independence, 027 reviewer, 028 mesh, 029 MCP, 030 governance Proven; 025 enrolled-chain Proven) and experiments/acg-grid/grid.mjs runGrid composes them into ONE release gate -- independence + quorum + attestation + mesh + human sign-off -- machineCorroborated iff stages 1-4 pass, released iff a recorded human sign-off also accompanies the verdict; fail-closed on N-of-a-kind/sub-majority/tampered/unsigned. Self-test 6/6 gated by acg-grid-e2e. LIVE: the real {codespace,host} grid corroborates through every MACHINE stage (machineCorroborated:true) and is held only at the human gate (released:false; grid-run-receipt.json), re-derived by acg-grid-run-live. 025's remaining external bits (sigstore-keyless OIDC + rekor) stay Planned."
LBA-REQ-024,"The system shall pass the release corroboration quorum only when a majority of participating witnesses agree on their applicable OS-independent anchors and the graded anchor-agreement fraction meets the configured threshold.",T-024,"experiments/acg-quorum/compare-witnesses.mjs; experiments/acg-quorum/compare-witnesses.selftest.mjs; experiments/acg-quorum/assemble-witness.mjs; experiments/acg-quorum/assemble-witness.selftest.mjs; experiments/verify-local-gates.mjs; experiments/acg-quorum/witnesses/codespace.bundle.json; experiments/acg-quorum/witnesses/host-linux.bundle.json; experiments/acg-quorum/corroboration-receipt.json; playwright/screenshot-receipt-CODESPACE.json; docs/architecture/adr/ADR-0015-corroboration-quorum-confidence.md",Proven,"Corroboration quorum (ADR-0015): compare-witnesses.mjs ingests N heterogeneous witness bundles + emits a graded-majority verdict over the tiered anchor model (OS-independent anchors across all witnesses; Linux-only across the Linux subset); PASSES on a >=majority concurrence over the OS-independent anchors with distinct enrolled environments (ADR-0017) + a consensus gate verdict of pass + confidence>=threshold; FAILS CLOSED otherwise, naming each dissenting witness+anchor. Self-test 7/7 (full agreement; WIN not penalized for Linux-only anchors; one pngSha256 divergence tolerated by majority; two OS-independent divergences fail; N-of-a-kind rejected; non-pass verdict rejected; single-witness error); gated by acg-quorum-compare-witnesses in verify-local-gates. A fail-closed witness-bundle assembler (assemble-witness.mjs, self-test 9/9, gated by acg-quorum-assemble-witness) composes each witness's gate/render/capability receipts into the canonical bundle the quorum ingests and corroborates end to end. LIVE PROOF: a real noble GitHub codespace and the resolute host each built lbabus 0.13.0 from the same commit and produced byte-identical renders (seriesHash+pngSha256); their committed witness bundles corroborate (verdict=pass, confidence 0.917 -- the only graded divergence is the Ubuntu codename), re-derived tamper-evidently by acg-quorum-live-corroboration."
LBA-REQ-025,"The system shall block consumption of a release artifact until its corroboration attestation chain verifies.",T-025,"experiments/acg-provenance/attest.mjs; experiments/acg-provenance/attest.selftest.mjs; experiments/verify-local-gates.mjs; experiments/acg-provenance/enrollment/allowlist.json; experiments/acg-provenance/attestations/codespace.attestation.json; experiments/acg-provenance/attestations/host-linux.attestation.json; experiments/acg-provenance/consume-decision-receipt.json; .github/workflows/acg-keyless-attest.yml; experiments/acg-transparency/keyless-attest-evidence.json; .github/actions/keyless-attest/action.yml; .github/workflows/extension-release.yml; .github/workflows/collab-cli-release.yml; reviewer-workstation/provision.ps1; docs/architecture/adr/ADR-0016-provenance-attestation.md",Proven,"Sub-requirement of LBA-REQ-023 (ADR-0016): hybrid signing (sigstore keyless where OIDC exists, enrolled keys for VBox/WIN); attest witness bundles + quorum verdict + artifacts + human sign-off; store on Release + repo + rekor + mesh ledger; verify before install. The enforceable verify-before-consume ENGINE has shipped (experiments/acg-provenance/attest.mjs: Ed25519 enrolled-key witness attestations + a consume decision that blocks unless every attestation verifies against the enrolled allowlist, the witnesses are distinct identities, and the re-computed quorum passes; self-test 10/10, gated by acg-provenance-attest). The full chain is now COMPLETE: the reviewer-workstation verify-before-install (LBA-REQ-031), the offline Merkle transparency log (rekor analogue, ADR-0022), and the mesh ledger (LBA-REQ-028) have shipped, and the sigstore-KEYLESS + public-rekor tier is wired via .github/workflows/acg-keyless-attest.yml -- cosign keyless sign-blob under an Actions OIDC identity -> Fulcio cert + public rekor entry, drift-gated by acg-keyless-attest-workflow-wired; the LIVE keyless-attest run has DEMONSTRATED the Fulcio/rekor evidence -- run 30701351016 keyless-signed the bundle -> public rekor logIndex 2311970781, recorded in keyless-attest-evidence.json; the provenance is now STORED ON THE RELEASE -- immutable prerelease acg-attest-v0.0.2 carries the keyless-signed .sigstore bundle + cert + signature attached AT CREATION (org enforces immutable releases; run 30703064254 -> public rekor logIndex 2312189991) -- completing all four storage locations (Release + repo + transparency log + mesh ledger); PROVEN. HARDENED: the real ext-v*/collab-cli-v* release lanes keyless-sign their artifacts (.vsix / lbabus binaries + nupkg) via the shared .github/actions/keyless-attest composite action (cosign, Actions OIDC -> Fulcio + public rekor) and attach the signatures AT CREATION; drift-gated by release-lanes-keyless-attested. The reviewer-workstation additionally cosign-VERIFIES the .vsix keyless signature (cosign verify-blob, Fulcio identity pinned to extension-release.yml + GitHub OIDC issuer + public rekor) BEFORE install (network-gated, fail-closed; drift-gated by reviewer-workstation-keyless-verify-wired) -- grounded by a real cosign verify-blob of acg-attest-v0.0.2 (Verified OK; a wrong identity fails closed). The real chain is now PROVEN on the live grid: the noble codespace and the resolute host each signed its OWN bundle with its OWN enrolled Ed25519 key (private keys held in-environment, only public keys enrolled); verify-before-consume over the two committed attestations = consume:true (both verify, distinct identities, re-computed quorum pass), re-derived tamper-evidently by acg-provenance-verify-before-consume."
LBA-REQ-026,"The system shall reject a corroboration quorum whose witnesses do not span distinct enrolled OS-planes.",T-026,"experiments/acg-independence/independence.mjs; experiments/acg-independence/independence.selftest.mjs; experiments/acg-independence/enrolled-environments.json; experiments/acg-independence/independence-receipt.json; experiments/verify-local-gates.mjs; docs/architecture/adr/ADR-0017-witness-independence.md; docs/architecture/adr/ADR-0068-osplane-independence.md",Proven,"Sub-requirement of LBA-REQ-023 (ADR-0017, independence axis CORRECTED by ADR-0068): a plane is the OS the extension RUNS in (windows|linux); the hypervisor/context (codespace, vbox, vmware) is NOT a plane -- N linux contexts are ONE linux plane. DELIVERED: experiments/acg-independence/independence.mjs assessIndependence counts a witness toward the quorum ONLY when its OS-plane is enrolled, its identity is recorded, and it does not duplicate an already-counted plane; independent iff >= quorumMin distinct enrolled OS-planes remain (with two planes: BOTH windows AND linux), else fail-closed. Self-test 8/8 gated by acg-independence-quorum. HONEST: the committed live {codespace, host-linux} grid is BOTH the linux plane -- single-plane -- so it is correctly NOT cross-plane independent; the engine WITHHOLDS (independence-receipt.json independent:false), re-derived by acg-independence-live. A genuine cross-plane quorum is pending a windows-plane witness (the operator-gated 1.0.0 re-seal)."
LBA-REQ-027,"The system shall block a corroborated release from publishing until a recorded human sign-off accompanies the machine quorum verdict.",T-027,"experiments/acg-reviewer/sign-off.mjs; experiments/acg-reviewer/sign-off.selftest.mjs; experiments/acg-reviewer/release-decision-proof.mjs; experiments/acg-reviewer/release-decision-receipt.json; experiments/verify-local-gates.mjs; docs/architecture/adr/ADR-0018-reviewer-station.md",Proven,"Sub-requirement of LBA-REQ-023 (ADR-0018): dual reviewer station (Windows VM or Linux browser codespace); signed human sign-off is a separate gate on top of the machine quorum (both required); single reviewer now, multi-reviewer later. DELIVERED: sign-off.mjs = an Ed25519 human sign-off (either station) that gateReleasePublish requires -- publish ONLY when the machine quorum passes AND >= minReviewers distinct enrolled approving sign-offs accompany the exact verdict; blocks on missing/un-enrolled/reject/replayed/tampered sign-off or a failing quorum (sign-off never substitutes for the quorum). Self-test 10/10 gated by acg-reviewer-sign-off. LIVE: the real corroborated {codespace,host} release is BLOCKED pending human sign-off (publish:false, quorumPass:true; release-decision-receipt.json), re-derived by acg-reviewer-release-decision. A real sign-off is the reviewer's judgement step, not fabricated."
LBA-REQ-028,"The system shall beacon each witness's corroboration verdict over the lbabus coordination mesh.",T-028,"experiments/acg-mesh/verdict-beacon.mjs; experiments/acg-mesh/verdict-beacon.selftest.mjs; experiments/acg-mesh/mesh-loopback-proof.mjs; experiments/acg-mesh/mesh-loopback-receipt.json; experiments/verify-local-gates.mjs; docs/architecture/adr/ADR-0019-mesh-integration.md",Proven,"Sub-requirement of LBA-REQ-023 (ADR-0019): witnesses join the lbabus mesh + beacon verdicts (reuse gate-suite beacon + mesh topology); mesh ledger records verdicts, feeds provenance; no new transport (ADR-0003). DELIVERED: verdict-beacon.mjs builds/parses a comms-only bus-msg@1 verdict NOTE (task acg-verdict; carries the small verdict + bundle digest, never the bundle) via the shared busFrame, MeshLedger dedups by witness (tamper-evident ledgerHash feeding provenance), quorumFromLedger resolves beaconed witnesses to bundles by digest + runs the quorum. Self-test 8/8 incl. a real 4-byte-wire round-trip, gated by acg-mesh-verdict-beacon. LIVE loopback proof: the real {codespace, host} verdicts beaconed over bus-msg@1 127.0.0.1 TCP -> ledger -> quorum pass 0.917 (mesh-loopback-receipt.json), re-derived tamper-evidently by acg-mesh-loopback-evidence. Loopback single-node bus; multi-node/VM mesh = the same mechanism scaled."
LBA-REQ-029,"The system shall expose the corroboration grid's operations to agents through the Model Context Protocol tool surface.",T-029,"experiments/acg-mcp/grid-tools.mjs; experiments/acg-mcp/grid-tools.selftest.mjs; experiments/acg-mcp/server.mjs; experiments/acg-transparency/transparency-log.mjs; experiments/acg-transparency/verify-release-inclusion.mjs; src/mcp/benchmarkActorMcpServer.ts; src/mcp/runBenchmarkActorMcpServer.ts; scripts/stage-acg-mcp.mjs; docs/mcp-tools.md; experiments/verify-local-gates.mjs; docs/architecture/adr/ADR-0020-mcp-orchestration-surface.md",Proven,"Sub-requirement of LBA-REQ-023 (ADR-0020, extends ADR-0012): MCP surface gains spin_up_witness/run_quorum/get_confidence/verify_attestation/teardown. DELIVERED: experiments/acg-mcp/grid-tools.mjs + server.mjs expose the grid tools over the SAME dependency-free JSON-RPC 2.0 MCP contract as the ADR-0012 server; run_quorum/get_confidence/verify_attestation/check_independence/assemble_witness compose the engines, verify_inclusion/verify_before_install verify transparency-log inclusion (ADR-0022), spin_up_witness/teardown return provisioning plans (live execution = operator step). Self-test 13/13 incl. a spawned stdio round-trip (initialize/tools/list/tools/call), gated by acg-mcp-grid-surface. FOLDED into the single extension MCP server binary: scripts/stage-acg-mcp.mjs bundles the 7-file grid-tools closure into out/acg-mcp-bundle/ (shipped in the .vsix; experiments/** is .vscodeignore'd), and src/mcp/runBenchmarkActorMcpServer.ts dynamically imports it so the ONE shipped MCP server publishes all 13 tools (4 core + 9 grid); the mcp-server test asserts the folded stdio surface + mcp-tool-doc gates docs/mcp-tools.md to 13 tools."
LBA-REQ-030,"The system shall require every non-release pull request to target the develop integration branch.",T-030,"experiments/acg-governance/pr-base-branch-guard.mjs; experiments/acg-governance/pr-base-branch-guard.selftest.mjs; .github/workflows/pr-base-branch-guard.yml; experiments/verify-local-gates.mjs; docs/architecture/adr/ADR-0021-pull-requests-target-develop.md",Proven,"Refines ADR-0010 (ADR-0021): every non-release PR targets develop; main takes only release/* and hotfix/* via --no-ff (never develop directly); wrong-base PR re-targeted or closed. Codifies the #211/#215/#217 stale-PR fix. DELIVERED: pr-base-branch-guard.mjs evaluateBasePolicy(base,head) blocks any non-release head targeting main (develop and feature/authoring included); .github/workflows/pr-base-branch-guard.yml runs it on PRs targeting main (fail-closed red check). Self-test 11/11 gated by acg-governance-pr-base-branch; workflow wiring gated by acg-governance-pr-base-branch-workflow-wired."
LBA-REQ-031,"The system shall admit a component release for installation only after its corroboration attestation is proven included in the signed transparency log.",T-031,"experiments/acg-transparency/transparency-log.mjs; experiments/acg-transparency/transparency-log.selftest.mjs; experiments/acg-transparency/verify-release-inclusion.mjs; experiments/acg-transparency/record-release-proof.mjs; experiments/acg-transparency/release-transparency-receipt.json; experiments/acg-transparency/release-provenance-bundle.json; experiments/acg-transparency/inclusion-decision-receipt.json; experiments/acg-transparency/enrollment/log-allowlist.json; reviewer-workstation/provision.ps1; experiments/verify-local-gates.mjs; docs/architecture/adr/ADR-0022-transparency-log-inclusion.md",Proven,"Extends ADR-0016 (ADR-0022): the offline-verifiable transparency-log + reviewer-workstation-verify clauses of LBA-REQ-025. transparency-log.mjs = RFC 6962 Merkle log (domain-separated 0x00 leaf / 0x01 node hashing, largest-power-of-2 split, inclusion + consistency proofs, Ed25519 signed tree heads reusing the enrolled-key trust root); self-test 26/26 gated by acg-transparency-log. LIVE: the real {codespace,host} attestations recorded under one signed head, both included, so verify-before-install admits (acg-transparency-log-live). verify-release-inclusion.mjs admits the real release-provenance-bundle.json and blocks a tampered one (acg-transparency-verify-before-install); wired fail-closed into reviewer-workstation/provision.ps1 before the .vsix install (acg-transparency-verify-before-install-wired). Grounded in the Merkle construction referenced by github.com/Etelis/Merkle_Tree, hardened to RFC 6962 domain separation. LBA-REQ-025 sigstore-keyless OIDC + public-rekor tier stays Planned."
LBA-REQ-032,"The system shall calibrate a stress-ladder performance-signature curve from repeated per-rung benchmark signatures so an observed signature maps to an inferred stress level within the calibrated tolerance band.",T-032,"experiments/mesh-stress-signature/mesh-stress-signature-schema.json; experiments/mesh-stress-signature/README.md; experiments/mesh-stress-signature/signatureExtractor.mjs; experiments/mesh-stress-signature/signatureExtractor.selftest.mjs; experiments/mesh-stress-signature/calibrationCurveFitter.mjs; experiments/mesh-stress-signature/calibrationCurveFitter.selftest.mjs; experiments/mesh-stress-signature/stressOrchestrator.mjs; experiments/mesh-stress-signature/stressOrchestrator.selftest.mjs; experiments/mesh-stress-signature/liveLadderRun.mjs; experiments/mesh-stress-signature/liveLadderRun.selftest.mjs; experiments/mesh-stress-signature/fixtures/mesh-live-ladder-receipt.json; experiments/mesh-stress-signature/meshCalibrationView.mjs; experiments/mesh-stress-signature/meshCalibrationView.selftest.mjs; experiments/mesh-stress-signature/actorLoad.mjs; experiments/mesh-stress-signature/perActorProcSampler.mjs; experiments/mesh-stress-signature/concurrentMeshRun.mjs; experiments/mesh-stress-signature/concurrentMeshRun.selftest.mjs; experiments/mesh-stress-signature/fixtures/mesh-concurrent-actors-receipt.json; experiments/mesh-stress-signature/winMeshActorCapture.ps1; experiments/mesh-stress-signature/winVmLadderRun.mjs; experiments/mesh-stress-signature/winVmLadderRun.selftest.mjs; experiments/mesh-stress-signature/fixtures/win-vm-ladder-receipt.json; experiments/mesh-stress-signature/concurrentVmMesh.mjs; experiments/mesh-stress-signature/concurrentVmMesh.selftest.mjs; experiments/mesh-stress-signature/fixtures/win-vm-concurrent-receipt.json; experiments/mesh-stress-signature/meshBoardView.mjs; experiments/mesh-stress-signature/meshBoardView.selftest.mjs; experiments/verify-local-gates.mjs",Proven,"The three pure mesh-stress-signature engines (mesh-stress-signature@v1, design #272) are delivered + gated: signatureExtractor (per-counter features mean/std/percentiles/drift/periodicity + across-repeat stability signature-vs-noise + MAD outliers with std-fallback + cross-counter co-occurrence; selftest 5/5, gate mesh-stress-signature-extractor), calibrationCurveFitter (per counter-feature stressRung to expected+tolerance band + monotone/separable/repeatable invariants + inverse read; selftest 4/4, gate mesh-stress-signature-calibrator), stressOrchestrator (monotone commanded ladder cpuExecutionCap 100 to 20 + per-actor VBox cpuexecutioncap/bandwidthctl throttle + host/guest stress-ng + ladder plan pinning each actor to a distinct level; selftest 5/5, gate mesh-stress-orchestrator). Builds on performance-counter-correlation@v2 (LBA-REQ-011). The live Win/Linux mesh ladder run + a receipt is the remaining phase."
LBA-REQ-033,"The system shall provision a from-scratch Ubuntu 24.04 golden VM with activated LabVIEW 2026 Community Edition plus VIPM, confirming the activation with a headless probe VI before registering the VM as a mesh actor.",T-033,"scripts/lba.mjs; experiments/first-win/firstWinOnboarding.mjs; experiments/first-win/verify-first-win-onboarding.selftest.mjs; experiments/first-win/fixtures/first-win-onboarding-receipt.json; cleanroom/ubuntu-labview/build-virtualbox.sh; cleanroom/ubuntu-labview/provision-guest.sh; experiments/activation/probe-activation.sh; experiments/activation/registerMeshActor.mjs; experiments/verify-local-gates.mjs",Proven,"ADR-0023 Phase 1 First Win -- COVERED by composition: lba init (scripts/lba.mjs) orchestrates the six roadmap flow steps, each realized by a Proven slice (provision LBA-REQ-044, headless-ready LBA-REQ-049, activation-receipt LBA-REQ-038, mesh-registration LBA-REQ-039); firstWinOnboarding.mjs composes them into first-win-onboarding@1 and validates every step resolves + activation confirmed; PROVEN LIVE end-to-end on lba-golden (fresh Ubuntu 24.04 VM -> LabVIEW 2026 CE + VIPM -> operator NI-account activation -> headless RunVI 42 -> VIPM g-cli install -> MassCompile clean); gate first-win-onboarding (selftest 7/7)."
LBA-REQ-034,"The system shall keep the bounded ISO/IEC/IEEE 26514 information-for-users product set complete and command-covering, so a fail-closed gate blocks the build when a required user-information item is missing or a contributed command is undocumented.",T-034,"experiments/information-for-users/verify-information-for-users.mjs; experiments/information-for-users/verify-information-for-users.selftest.mjs; docs/information-for-users/navigation-and-search.md; docs/information-for-users/getting-started.md; docs/information-for-users/command-reference.md; docs/information-for-users/glossary.md; docs/information-for-users/faq.md; docs/information-for-users/audience-and-task-model.md; docs/information-for-users/delivery-profile.md; docs/information-for-users/plan.md; docs/information-for-users/conformance-boundary.md; experiments/verify-local-gates.mjs",Proven,"ISO/IEC/IEEE 26514:2022 bounded information-for-users product set; gate information-for-users-26514 (selftest 2/2: committed conformant + fail-closed on an empty set); 10 items, 21/21 commands covered; ADR-0024."
LBA-REQ-035,"The system shall generate the test report and configuration status-accounting record from the verification apparatus, so a fail-closed gate blocks the build when the committed record drifts from the gates, correspondence rules, requirements, and decisions it accounts for.",T-035,"experiments/reqs-coverage/generate-test-report.mjs; experiments/reqs-coverage/generate-test-report.selftest.mjs; docs/testing/test-report.md; experiments/verify-local-gates.mjs",Proven,"ISO/IEC/IEEE 29119-3 test report + ISO 10007 / ISO/IEC/IEEE 12207 configuration status accounting, generated from the apparatus (gate inventory + 7 correspondence rules + coverage floors + RTM + ADRs) into docs/testing/test-report.md; gate test-report-current (selftest 4/4: current + deterministic + fail-closed on any mutation); ADR-0025."
LBA-REQ-036,"The system shall keep the ISO/IEC/IEEE 15289 release procedure resolvable and invariant-complete, so a fail-closed gate blocks the build when the procedure cites a workflow or script that does not resolve or omits a required release invariant.",T-036,"experiments/release/verify-release-procedure.mjs; experiments/release/verify-release-procedure.selftest.mjs; docs/release/release-procedure.md; experiments/verify-local-gates.mjs",Proven,"ISO/IEC/IEEE 15289 release procedure + 12207/ISO 10007 release process; verify-release-procedure resolves all 10 cited enforcement paths and names 10/10 release invariants; gate release-procedure-references-resolve (selftest 3/3: conformant + fail-closed on a missing cited file or a dropped invariant); ADR-0026."
LBA-REQ-037,"The system shall self-audit its five-lens standards posture at clause-evidence granularity, so a fail-closed gate blocks the build when any lens drops below its target score or a required information item, wired gate, or clause anchor is missing.",T-037,"experiments/compliance/verify-compliance-posture.mjs; experiments/compliance/verify-compliance-posture.selftest.mjs; docs/compliance/compliance-posture.md; experiments/verify-local-gates.mjs",Proven,"repo-standards-review five-lens rubric (REQ/ARCH/TEST/CM/DOC) self-audited at clause-evidence granularity over 41 checks; posture 25/25 CONFORMANT; gate continuous-compliance-self-audit (selftest 4/4: conformant + fail-closed on any single missing item); closes audit finding F4 for all standards; ADR-0027."
LBA-REQ-038,"The system shall confirm LabVIEW activation with a headless known-answer probe VI, so a fail-closed gate refuses an install whose activation receipt does not show the probe executed and returned the known answer.",T-038,"experiments/activation/buildActivationReceipt.mjs; experiments/activation/buildActivationReceipt.selftest.mjs; experiments/activation/probe-activation.sh; experiments/activation/fixtures/activation-receipt.json; experiments/activation/fixtures/activation-capture.json; experiments/verify-local-gates.mjs",Proven,"ADR-0023 Phase 1 first slice: headless LabVIEWCLI RunVI known-answer probe (shipped AddTwoNumbers.vi) confirms activation; activation-receipt@1 deterministic (digest over verdict-bearing fields); proven LIVE on the reference host (LabVIEW 2026, 20+22=42, exit 0); gate activation-receipt-confirms-activation (selftest 5/5: offline replay + fail-closed on bad exit/value/success/digest/verdict)."
LBA-REQ-039,"The system shall register a golden VM as a mesh actor only after its activation receipt confirms LabVIEW is activated, so a fail-closed gate refuses registration for an unconfirmed or tampered receipt.",T-039,"experiments/activation/registerMeshActor.mjs; experiments/activation/registerMeshActor.selftest.mjs; experiments/activation/fixtures/activation-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0023 Phase 1: registerGoldenActor enrolls the golden VM in mesh-actors.csv ONLY when the activation-receipt@1 validates as activated (idempotent by role+actor_id); unactivated/tampered receipt refused, registry untouched; gate mesh-actor-registration-requires-activation (selftest 4/4)."
LBA-REQ-040,"The system shall distribute an independent-task workload across a budget-capped pool of ripgrep-only instances proportional to each instance's capacity, so a fail-closed gate proves the shards ran disjointly on distinct instances with every task passing.",T-040,"experiments/parallel/parallelWorkload.mjs; experiments/parallel/runParallel.mjs; experiments/parallel/verify-parallel-workload.selftest.mjs; experiments/parallel/fixtures/parallel-workload-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0028 distributed execution: dynamic pool discovery (host + codespaces + VMs) budget-capped (default host + 2 remote), capacity-weighted split, per-type SSH adapters, ripgrep-only; proven LIVE across 3 instances (host + 2 codespaces, 42 self-tests split 25/9/8, all passed concurrently); gate distributed-parallel-workload (selftest 4/4: N-instance validate + fail-closed on overlap/shared-instance/non-rg/failure)."
LBA-REQ-041,"The system shall route each distributed task only to an instance advertising the capability the task requires, so a fail-closed gate proves every task ran on a capability-matching instance.",T-041,"experiments/parallel/capabilityRouter.mjs; experiments/parallel/runCapabilityRouted.mjs; experiments/parallel/verify-capability-routing.selftest.mjs; experiments/parallel/fixtures/capability-routed-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0029 extends ADR-0028: routeByCapability places each task only on an instance advertising its required capability (host labview+node, codespaces node), capacity-weighted within eligible, throws if unsatisfiable; proven LIVE -- real LabVIEWCLI RunVI activation probe routed to host + 43 node self-tests across host + 2 codespaces, all passed; gate capability-aware-routing (selftest 5/5: capability-correct + fail-closed on misroute/non-rg/failure)."
LBA-REQ-042,"The system shall confirm cross-plane LabVIEW liveness by running the known-answer activation probe on every LabVIEW plane, so a fail-closed gate proves at least two independent LabVIEW planes are activated and operational.",T-042,"experiments/activation/crossPlaneLiveness.mjs; experiments/activation/runCrossPlaneLiveness.mjs; experiments/activation/verify-cross-plane-liveness.selftest.mjs; experiments/activation/fixtures/cross-plane-liveness-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0030 extends ADR-0029 + advances ADR-0023 Phase 1: runCrossPlaneLiveness discovers LabVIEW planes (host + running VBox VMs with LabVIEWCLI over ssh), runs LabVIEWCLI RunVI AddTwoNumbers on each concurrently; PROVEN LIVE across 2 real activated LabVIEW 2026 planes (host + Ubuntu golden VM lba-ubuntu2404-labview2026-scratch, both 7+5=12); gate cross-plane-labview-liveness (selftest 4/4: >=2 activated distinct planes + fail-closed)."
LBA-REQ-043,"The system shall verify cross-plane benchmark determinism by comparing the same VI Analyzer config's deterministic resultHash across every LabVIEW plane, so a fail-closed gate proves the planes agree.",T-043,"experiments/vi-analyzer/crossPlaneComparison.mjs; experiments/vi-analyzer/runCrossPlaneViAnalyzer.mjs; experiments/vi-analyzer/verify-cross-plane-comparison.selftest.mjs; experiments/vi-analyzer/fixtures/cross-plane-comparison-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0031 (North Star): same VI Analyzer config (LabVIEWCLIExampleProject, 69 tests) run on each LabVIEW plane, resultHash via summarizeViAnalyzerReport (LBA-REQ-015); PROVEN LIVE across 2 planes (host + Ubuntu golden VM) BYTE-IDENTICAL resultHash 0419a449...; gate cross-plane-vi-analyzer-determinism (selftest 4/4: matching hashes + fail-closed on divergence)."
LBA-REQ-044,"The system shall provision the from-scratch Ubuntu golden VM with both LabVIEW 2026 Community and VIPM, so a fail-closed gate blocks the build when the provisioner omits either install.",T-044,"experiments/provisioner/checkProvisioner.mjs; experiments/provisioner/verify-provisioner-labview-vipm.selftest.mjs; experiments/provisioner/fixtures/provisioner-vipm-receipt.json; cleanroom/ubuntu-labview/provision-guest.sh; experiments/verify-local-gates.mjs",Proven,"ADR-0023 Phase 1: provision-guest.sh installs ni-labview-2026-community (NI apt, committed key) + VIPM from packages.jki.net (dpkg -i + apt-get install -f, idempotent dpkg -s vipm guard); PROVEN LIVE -- VIPM 26.3.1-4000 installed on the scratch VM (was absent); gate provisioner-installs-labview-and-vipm (selftest 4/4: both installs + fail-closed)."
LBA-REQ-045,"The system shall provide a human-assisted terminal bridge to the golden VM that lets an automation agent drive the VM's interactive shell while a human types any password or token directly on the VM, so a fail-closed gate proves credentials never transit the agent.",T-045,"tools/vm-bridge/vm-bridge.sh; experiments/vm-bridge/checkVmBridge.mjs; experiments/vm-bridge/verify-vm-bridge.selftest.mjs; experiments/vm-bridge/fixtures/vm-bridge-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0032 human-in-the-loop secret safety: shared tmux session ON THE VM; agent drives via tmux send-keys/capture-pane over ssh (run/send/keys/read), secret? detects a credential prompt to hand off, attach gives the human a one-line attach; checkVmBridge fails closed unless secret-safe (no --password/read -s/sshpass) and the receipt shows the agent detected but never answered a prompt; PROVEN LIVE -- agent drove the scratch VM, real password: prompt detected (exit 42) + handed off; gate vm-bridge-human-assisted-secret-safety (selftest 4/4)."
LBA-REQ-046,"The system shall prove VIPM functionally installs a LabVIEW community package into the golden VM's LabVIEW package library, so a fail-closed gate blocks the claim unless the operator-designated self-test package installed cleanly with its files landing in vi.lib.",T-046,"experiments/vipm-install/vipmInstallReceipt.mjs; experiments/vipm-install/verify-vipm-package-install.selftest.mjs; experiments/vipm-install/fixtures/vipm-package-install-receipt.json; experiments/verify-local-gates.mjs",Proven,"ADR-0023 Phase 1 (functional VIPM): the operator installed the designated self-test package g-cli (wiresmith_technology_lib_g_cli) via VIPM Desktop (Community Edition) on lba-golden, resolving its dependency closure (LUnit, LUnit-for-G-CLI, Rainbow Terminal); validateVipmInstallReceipt fails closed unless every package installed cleanly (No Errors, >0 files-installed), vi.lib gained files, the designated package is present, and the verdict-bearing digest is intact; PROVEN LIVE -- VIPM 26.3.1-4000 installed g-cli 3.0.1.98 + deps -> 279 files under vi.lib; gate vipm-functional-package-install (selftest 8/8)."
